__well_num,__deposit,__pad_num,node_name_start,model_kwh,p_plast,_time,node_id,power_kW
571,Тайлаковское,40,plast_к.40__скв.571,886.671,255,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-40 571,45
1622,Тайлаковское,88,plast_к.88__скв.1622,1574.851,204,,,
1900,Тайлаковское,71,plast_к.71__скв.1900,1475.862,210,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000 кВА №2 КП-71 1900,80
410,Тайлаковское,40б,plast_к.40б__скв.410,1290.165,225,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б 410,70
883,Тайлаковское,88,plast_к.88__скв.883,979.688,198,,,
2302,Тайлаковское,230,plast_к.230__скв.2302,1283.859,,,,
1600,Тайлаковское,55,plast_к.55__скв.1600,1409.319,192,,,
2306,Тайлаковское,230,plast_к.230__скв.2306,1614.903,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-230 2306,90,
3780,Тайлаковское,37,plast_к.37__скв.3780,614.892,276,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-37 3780,63
1902,Тайлаковское,71,plast_к.71__скв.1902,1922.218,205,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000 кВА №2 КП-71 1902,90
409,Тайлаковское,40б,plast_к.40б__скв.409,672.845,188,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б 409,70
1602,Тайлаковское,55,plast_к.55__скв.1602,1279.582,193,,,
1906,Тайлаковское,71,plast_к.71__скв.1906,2629.931,190,,,
1620,Тайлаковское,88,plast_к.88__скв.1620,1387.649,198,,,
1903,Тайлаковское,71,plast_к.71__скв.1903,1628.379,188,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000 кВА №2 КП-71 1903,90
1626,Тайлаковское,88,plast_к.88__скв.1626,2028.927,197,,,
1907,Тайлаковское,71,plast_к.71__скв.1907,735.567,261,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000 кВА №2 КП-71 1907,63
5999,Тайлаковское,44,plast_к.44__скв.5999,1435.374,228,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-44 5999,100
1417,Тайлаковское,55,plast_к.55__скв.1417,823.253,217,,,
6002,Тайлаковское,44,plast_к.44__скв.6002,1430.596,214,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-44 6002,70
4308,Тайлаковское,43,plast_к.43__скв.4308,1319.457,202,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 630кВА №2 КП-43 4308,70
1412,Тайлаковское,55,plast_к.55__скв.1412,887.462,228,,,
1613,Тайлаковское,55,plast_к.55__скв.1613,647.584,195,,,
402,Тайлаковское,40б,plast_к.40б__скв.402,1426.054,207,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б 402,90
416,Тайлаковское,40б,plast_к.40б__скв.416,723.496,193,,,
1414,Тайлаковское,55,plast_к.55__скв.1414,1448.491,237,,,
2304,Тайлаковское,230,plast_к.230__скв.2304,1293.025,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-230 2304,100,
1501,Тайлаковское,45,plast_к.45__скв.1501,628.115,215,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000кВА №2 КП-45 1501,50
580,Тайлаковское,40,plast_к.40__скв.580,700.545,250,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000 кВА №2 КП-40 580,63
411,Тайлаковское,40б,plast_к.40б__скв.411,673.403,198,,,
1636,Тайлаковское,88,plast_к.88__скв.1636,1175.187,165,,,
1416,Тайлаковское,55,plast_к.55__скв.1416,1316.253,217,,,
1513,Тайлаковское,45,plast_к.45__скв.1513,1466.515,228,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 400 кВА №2 К-45 Б 1513,70
470,Тайлаковское,37,plast_к.37__скв.470,1112.595,296,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-37 470,63
1603,Тайлаковское,55,plast_к.55__скв.1603,851.446,306,,,
1756,Тайлаковское,40,plast_к.40__скв.1756,1017.624,266,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-40 1756,63
1628,Тайлаковское,88,plast_к.88__скв.1628,1177.858,168,,,
110,Тайлаковское,96,plast_к.96__скв.110,631.444,208,,,
401,Тайлаковское,40б,plast_к.40б__скв.401,637.905,207,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б 401,80
4304,Тайлаковское,43,plast_к.43__скв.4304,1505.134,224,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 630кВА №2 КП-43 4304,63
1415,Тайлаковское,55,plast_к.55__скв.1415,1369.786,231,,,
627,Тайлаковское,45,plast_к.45__скв.627,742.551,210,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000кВА №2 КП-45 627,56
3742,Тайлаковское,37,plast_к.37__скв.3742,678.158,240,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-37 3742,45
98,Тайлаковское,96,plast_к.96__скв.98,943.708,195,,,
412,Тайлаковское,40б,plast_к.40б__скв.412,1313.989,212,,,
1508,Тайлаковское,45,plast_к.45__скв.1508,1599.687,232,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000кВА №2 КП-45 1508,80
1500,Тайлаковское,45,plast_к.45__скв.1500,750.878,241,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000кВА №2 КП-45 1500,56
6003,Тайлаковское,44,plast_к.44__скв.6003,0,224,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-44 6003,45
104,Тайлаковское,96,plast_к.96__скв.104,1314.055,246,,,
408,Тайлаковское,40б,plast_к.40б__скв.408,1351.086,166,,,
421,Тайлаковское,40б,plast_к.40б__скв.421,2645.817,226,,,
1413,Тайлаковское,55,plast_к.55__скв.1413,1159.431,223,,,
3703,Тайлаковское,37,plast_к.37__скв.3703,1178.147,237,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-37 3703,56
582,Тайлаковское,40,plast_к.40__скв.582,768.723,187,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-40 582,45
573,Тайлаковское,40,plast_к.40__скв.573,708.794,178,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-40 573,45
581,Тайлаковское,40,plast_к.40__скв.581,710.123,170,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-40 581,50
4301,Тайлаковское,43,plast_к.43__скв.4301,1529.92,199,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-43 4301,90
6001,Тайлаковское,44,plast_к.44__скв.6001,1471.383,234,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-44 6001,100
2300,Тайлаковское,230,plast_к.230__скв.2300,1603.834,235,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-230 2300,100
572,Тайлаковское,40,plast_к.40__скв.572,708.775,272,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-40 572,80
404,Тайлаковское,40б,plast_к.40б__скв.404,1310.203,183,,,
400,Тайлаковское,40б,plast_к.40б__скв.400,1397.779,202,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-40 Б 400,90
1608,Тайлаковское,55,plast_к.55__скв.1608,1614.361,191,,,
1637,Тайлаковское,88,plast_к.88__скв.1637,765.622,245,,,
1503,Тайлаковское,45,plast_к.45__скв.1503,6695.323,204,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000кВА №2 КП-45 1503,54
1631,Тайлаковское,88,plast_к.88__скв.1631,720.007,204,,,
1418,Тайлаковское,55,plast_к.55__скв.1418,1337.712,231,,,
1506,Тайлаковское,45,plast_к.45__скв.1506,905.88,232,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 1000кВА №2 КП-45 1506,63
1638,Тайлаковское,88,plast_к.88__скв.1638,1103.338,181,,,
6004,Тайлаковское,44,plast_к.44__скв.6004,672.636,216,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-44 6004,50
2303,Тайлаковское,230,plast_к.230__скв.2303,853.332,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №1 КП-230 2303,140,
1606,Тайлаковское,55,plast_к.55__скв.1606,1580.841,192,,,
100,Тайлаковское,96,plast_к.96__скв.100,791.218,194,,,
1911,Тайлаковское,71,plast_к.71__скв.1911,2043.205,177,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000 кВА №2 КП-71 1911,90
3702,Тайлаковское,37,plast_к.37__скв.3702,1020.896,270,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-37 3702,63
882,Тайлаковское,88,plast_к.88__скв.882,2039.949,169,,,
1633,Тайлаковское,88,plast_к.88__скв.1633,944.403,178,,,
6005,Тайлаковское,44,plast_к.44__скв.6005,1319.113,235,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 1000кВА №2 КП-44 6005,70
418,Тайлаковское,40б,plast_к.40б__скв.418,1255.675,212,,,
4302,Тайлаковское,43,plast_к.43__скв.4302,1316.404,247,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4 кВ 630кВА №2 КП-43 4302,80
3781,Тайлаковское,37,plast_к.37__скв.3781,837.416,213,1680249521,с/р №10 ПС 35/6 кВ Кузьмин, ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0) nan КТПН 6/0,4кВ 630кВА №1 КП-37 3781,40